Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCF_001042695.1	ASM104269v1	Scardovia inopinata JCM 12537		JCM 12537					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2015-03-24		1
GCF_000319575.2	ASM31957v2	Spiribacter salinus M19-40		M19-40					GCF_000319575.2-RS_2024_05_02	Complete Genome	2013-05-24		1
GCF_000020145.1	ASM2014v1	Elusimicrobium minutum Pei191		Pei191					GCF_000020145.1-RS_2024_03_27	Complete Genome	2008-04-30		1
GCF_000024225.1	ASM2422v1	Lancefieldella parvula DSM 20469		DSM 20469					GCF_000024225.1-RS_2024_05_01	Complete Genome	2009-09-09		1
GCF_000191045.1	ASM19104v1	Desulfurobacterium thermolithotrophum DSM 11699		DSM 11699					GCF_000191045.1-RS_2024_05_05	Complete Genome	2011-03-02		1
GCF_000237845.1	ASM23784v1	Rickettsia slovaca 13-B		13-B					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2011-12-13		1
GCF_000508225.1	ASM50822v1	Ehrlichia muris AS145		AS145					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2013-12-16		1
GCF_000217655.1	ASM21765v1	Treponema paraluiscuniculi Cuniculi A		Cuniculi A					GCF_000217655.1-RS_2024_03_28	Complete Genome	2011-06-09		1
GCF_000400935.1	ASM40093v1	Spiroplasma chrysopicola DF-1		DF-1					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2013-05-22		1
GCF_000008045.1	ASM804v1	Rickettsia typhi str. Wilmington		Wilmington					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2004-08-19		1
GCF_000471025.2	ASM47102v2	Chlamydia gallinacea 08-1274/3		08-1274/3					GCF_000471025.2-RS_2024_03_27	Complete Genome	2016-05-25		2
GCF_000019685.1	ASM1968v1	Borrelia duttonii Ly		Ly					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2008-09-15		17
GCF_023035295.1	ASM2303529v1	Borrelia coriaceae		Co53					GCF_023035295.1-RS_2024_05_08	Complete Genome	2022-04-18		24
GCF_000170955.2	ASM17095v2	Borreliella valaisiana VS116		VS116					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2009-03-04	ABCY02	12
GCF_001936255.1	ASM193625v1	Borrelia anserina Es		Es			UTHSCSA		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-01-05		6
GCF_000022525.1	ASM2252v1	Neorickettsia risticii str. Illinois		Illinois					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2009-07-23		1
GCF_900476175.1	50648_D01	Mycoplasma putrefaciens		NCTC10155					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-08-19		1
GCF_000815065.1	ASM81506v1	Mesomycoplasma flocculare ATCC 27399		Ms42					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2015-01-06		1
GCF_900660685.1	57572_G01-3	Mycoplasmopsis columbina		NCTC10178					GCF_900660685.1-RS_2024_08_05	Complete Genome	2019-01-29		1
GCF_003285045.1	ASM328504v1	[Mycoplasma] anseris		ATCC 49234					GCF_003285045.1-RS_2024_08_26	Complete Genome	2018-07-01		1
GCF_000179035.2	ASM17903v2	Mycoplasma suis str. Illinois		Illinois					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2011-02-18		1
GCF_000277795.1	ASM27779v1	Mycoplasma wenyonii str. Massachusetts		Massachusetts					GCF_000277795.1-RS_2024_03_27	Complete Genome	2012-07-16		1
GCF_003955715.1	ASM395571v1	Streptomyces aquilus		GGCR-6					GCF_003955715.1-RS_2024_04_22	Complete Genome	2018-12-19		1
GCF_000166135.1	ASM16613v1	Pseudofrankia inefficax		EuI1c					GCF_000166135.1-RS_2024_07_29	Complete Genome	2010-11-05		1
GCF_018604545.1	ASM1860454v1	Streptomyces koelreuteriae		MG62					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-06-01		1
GCF_017377395.1	ASM1737739v1	Desulfonema magnum		4be13					GCF_017377395.1-RS_2024_07_03	Complete Genome	2021-03-17		1
GCF_014621695.1	ASM1462169v1	Streptomyces xanthii		CRXT-Y-14					GCF_014621695.1-RS_2024_10_26	Complete Genome	2020-09-15		3
GCF_029223865.1	ASM2922386v1	Telluria mixta		ACM 1762					GCF_029223865.1-RS_2024_08_26	Complete Genome	2023-03-16		1
GCF_015689335.1	ASM1568933v1	Massilia antarctica		P8398					GCF_015689335.1-RS_2024_08_18	Complete Genome	2020-11-25		1
GCF_000802245.2	ASM80224v2	Streptomyces pluripotens		MUSC 135					GCF_000802245.2-RS_2024_04_27	Complete Genome	2017-05-09		1
GCF_002266435.3	ASM226643v3	Bradyrhizobium amphicarpaeae		39S1MB					GCF_002266435.3-RS_2024_06_09	Complete Genome	2024-02-23		1
GCF_017377355.1	ASM1737735v1	Desulfonema limicola		5ac10					GCF_017377355.1-RS_2024_03_28	Complete Genome	2021-03-17		1
GCF_002813775.1	ASM281377v1	Candidatus Thiodictyon syntrophicum		Cad16T					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-12-07		3
GCF_020410765.1	ASM2041076v1	Streptomyces marincola		SCSIO 64649					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2021-10-11		1
GCF_001017435.1	ASM101743v1	Caldimonas brevitalea		DSM 7029					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2015-06-01		1
GCF_001741865.1	ASM174186v1	Bosea vaviloviae		Vaf18					GCF_001741865.1-RS_2024_04_24	Complete Genome	2016-09-21		2
GCF_002005305.1	ASM200530v1	Shewanella psychrophila		WP2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-02-21		1
GCF_004328625.1	ASM432862v1	Streptomyces seoulensis		KCTC 9819					GCF_004328625.1-RS_2024_03_28	Complete Genome	2019-03-06		2
GCF_014268375.2	ASM1426837v2	Pseudomonas salmasensis		SWRI126					GCF_014268375.2-RS_2024_07_22	Complete Genome	2021-07-06		1
GCF_016313185.1	ASM1631318v1	Mycolicibacterium baixiangningiae		LJ126					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-12-23		1
GCF_963853645.1	MriyDSM45176v1	Mycobacterium riyadhense		DSM 45176			human		GCF_963853645.1-RS_2024_04_10	Complete Genome	2024-04-11		3
GCF_014268585.2	ASM1426858v2	Pseudomonas iranensis		SWRI54					GCF_014268585.2-RS_2024_07_22	Complete Genome	2021-07-06		1
GCF_040026395.1	ASM4002639v1	Pedobacter lusitanus		NL19					GCF_040026395.1-RS_2024_06_03	Complete Genome	2024-06-04		1
GCF_010725485.1	ASM1072548v1	Mycolicibacterium parafortuitum		JCM 6367					GCF_010725485.1-RS_2024_07_07	Complete Genome	2020-02-06		1
GCF_000993785.3	ASM99378v3	Streptomyces xiamenensis		MCCC 1A01550					GCF_000993785.3-RS_2024_05_04	Complete Genome	2019-08-19		1
GCF_001644575.1	ASM164457v1	Mycobacterium adipatum		YC-RL4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2016-05-16		2
GCF_020911925.1	ASM2091192v1	Flavobacterium cupriresistens		F-323					GCF_020911925.1-RS_2024_05_19	Complete Genome	2021-11-22		1
GCF_009720625.1	ASM972062v1	Metabacillus sediminilitoris		DSL-17					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-11-30		1
GCF_000306785.1	ASM30678v1	Modestobacter italicus		BC 501					GCF_000306785.1-RS_2024_05_26	Complete Genome	2012-05-24		1
GCF_000520015.2	ASM52001v2	Chania multitudinisentens RB-25		RB-25					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2015-03-16		1
GCF_036208045.1	ASM3620804v1	Thiorhodovibrio winogradskyi		DSM 6702					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-01-25		1
GCF_004353845.1	ASM435384v1	Citrobacter arsenatis		LY-1					GCF_004353845.1-RS_2024_05_04	Complete Genome	2019-03-17		3
GCF_014041935.1	ASM1404193v1	Gordonia jinghuaiqii		zg-686					GCF_014041935.1-RS_2024_04_27	Complete Genome	2020-08-02		1
GCF_001642805.2	ASM164280v2	Serratia surfactantfaciens		YD25					GCF_001642805.2-RS_2024_03_28	Complete Genome	2016-08-23		1
GCF_008000995.1	ASM800099v1	Ruania zhangjianzhongii		HY168					GCF_008000995.1-RS_2024_04_27	Complete Genome	2019-08-18		2
GCF_019645815.1	ASM1964581v1	Mycolicibacter heraklionensis		JCM 30995					GCF_019645815.1-RS_2024_06_24	Complete Genome	2021-08-17		1
GCF_002355275.1	ASM235527v1	Rhizorhabdus dicambivorans		Ndbn-20					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-09-25		5
GCF_001717955.1	ASM171795v1	Sphingomonas panacis		DCY99					GCF_001717955.1-RS_2024_03_28	Complete Genome	2016-09-01		2
GCF_000213655.1	ASM21365v1	Alteromonas naphthalenivorans		SN2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2011-05-13		1
GCF_009911795.1	ASM991179v1	Pseudarthrobacter psychrotolerans		YJ56					GCF_009911795.1-RS_2024_05_05	Complete Genome	2020-01-22		3
GCF_021484805.1	ASM2148480v1	Tellurirhabdus bombi		IE-0392					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-01-16		1
GCF_002863865.1	ASM286386v1	Ketobacter alkanivorans		GI5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-01-05		1
GCF_003815775.1	ASM381577v1	Chryseobacterium joostei		DSM 16927					GCF_003815775.1-RS_2024_10_23	Complete Genome	2018-11-25		2
GCF_900475285.1	43222_B01	Pseudomonas taetrolens		NCTC10697					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-06-17		1
GCF_003957745.1	ASM395774v1	Shewanella khirikhana		TH2012					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-12-21		2
GCF_001431725.1	ASM143172v1	Halomonas huangheensis		BJGMM-B45					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2015-11-04		1
GCF_002896855.1	ASM289685v1	Clostridium thermosuccinogenes		DSM 5807					GCF_002896855.1-RS_2024_04_08	Complete Genome	2018-01-24		1
GCF_002310495.1	ASM231049v1	Nibricoccus aquaticus		HZ-65					GCF_002310495.1-RS_2024_05_03	Complete Genome	2017-09-18		1
GCF_000600105.1	ASM60010v1	Lysinibacillus varians		GY32					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2014-03-25		1
GCF_000011385.1	ASM1138v1	Gloeobacter violaceus PCC 7421		PCC 7421					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2003-10-03		1
GCF_001456355.1	ASM145635v1	Mycobacteroides saopaulense		EPM10906					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2015-12-03		1
GCF_006385555.1	ASM638555v1	Shewanella polaris		SM1901					GCF_006385555.1-RS_2024_03_28	Complete Genome	2019-06-23		1
GCF_002269385.1	ASM226938v1	Maribacter cobaltidurans		B1					GCF_002269385.1-RS_2024_10_22	Complete Genome	2017-08-24		1
GCF_018417475.1	ASM1841747v1	Novosphingobium decolorationis		502str22					GCF_018417475.1-RS_2024_04_05	Complete Genome	2021-05-20		2
GCF_010727125.1	ASM1072712v1	Mycolicibacter terrae		JCM 12143					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-02-06		1
GCF_002163585.1	ASM216358v1	Tatumella citrea		DSM 13699					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-06-02		2
GCF_002024805.1	ASM202480v1	Elizabethkingia bruuniana		G0146					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-03-10		1
GCF_001761465.1	ASM176146v1	Flavobacterium gilvum		EM1308					GCF_001761465.1-RS_2024_10_22	Complete Genome	2016-10-12		1
GCF_038024045.1	ASM3802404v1	Polaribacter staleyi		KCTC 52773					GCF_038024045.1-RS_2024_04_08	Complete Genome	2024-05-08		1
GCF_017348915.1	ASM1734891v1	Leclercia pneumoniae		49125					GCF_017348915.1-RS_2024_04_30	Complete Genome	2021-03-13		2
GCF_017357245.1	ASM1735724v1	Rhizobium bangladeshense		BLR175					GCF_017357245.1-RS_2024_05_05	Complete Genome	2021-03-16		6
GCF_020911905.1	ASM2091190v1	Flavobacterium flavipigmentatum		F-70					GCF_020911905.1-RS_2024_05_19	Complete Genome	2021-11-22		1
GCF_016618195.1	ASM1661819v1	Providencia manganoxydans		LLDRA6					GCF_016618195.1-RS_2024_03_25	Complete Genome	2021-01-12		1
GCF_036488675.1	ASM3648867v1	Sinorhizobium chiapasense		ITTG S70					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2024-02-09		5
GCF_007858975.2	ASM785897v2	Dickeya poaceiphila		NCPPB 569					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-11-12		1
GCF_003006155.1	ASM300615v1	Salinicola tamaricis		F01					GCF_003006155.1-RS_2024_04_08	Complete Genome	2018-03-16		1
GCF_001305575.3	ASM130557v3	Beggiatoa leptomitoformis		D-402					GCF_001305575.3-RS_2024_06_17	Complete Genome	2019-12-16		1
GCF_010983895.1	ASM1098389v1	Nitrogeniibacter mangrovi		M9-3-2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-02-24		1
GCF_006385135.1	ASM638513v1	Paremcibacter congregatus		ZYLT					GCF_006385135.1-RS_2024_03_28	Complete Genome	2019-06-22		1
GCF_013376475.1	ASM1337647v1	Desulfolutivibrio sulfoxidireducens		DSM 107105					GCF_013376475.1-RS_2024_03_28	Complete Genome	2020-06-29		1
GCF_038024105.1	ASM3802410v1	Polaribacter butkevichii		KCTC 12100					GCF_038024105.1-RS_2024_04_08	Complete Genome	2024-04-09		1
GCF_034120055.1	ASM3412005v1	Microbacterium rhizosphaerae		KACC 19337					GCF_034120055.1-RS_2024_05_12	Complete Genome	2023-12-06		1
GCF_016134045.1	ASM1613404v1	Pelagovum pacificum		SM1903					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-12-20		3
GCF_003008555.2	ASM300855v2	Pukyongiella litopenaei		SH-1					GCF_003008555.2-RS_2024_04_25	Complete Genome	2019-09-11		6
GCF_000764535.1	ASM76453v1	Sphingomonas taxi		ATCC 55669					GCF_000764535.1-RS_2024_05_02	Complete Genome	2014-10-08		3
GCF_001761365.1	ASM176136v1	Polaribacter vadi		LPB0003					GCF_001761365.1-RS_2024_07_25	Complete Genome	2016-10-12		1
GCF_000507245.1	ASM50724v1	Salinispira pacifica		L21-RPul-D2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2013-12-13		1
GCF_003096075.1	ASM309607v1	Dietzia lutea		YIM 80766					GCF_003096075.1-RS_2024_04_22	Complete Genome	2018-05-07		4
GCF_025917315.1	ASM2591731v1	Halomonas qaidamensis		XH36					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-10-31		2
GCF_003367315.1	ASM336731v1	Saccharospirillum mangrovi		HK-33					GCF_003367315.1-RS_2024_03_28	Complete Genome	2018-08-08		1
GCF_003240565.2	ASM324056v2	Rhizobium tumorigenes		1078					GCF_003240565.2-RS_2024_04_19	Complete Genome	2023-04-19		6
GCF_019722725.1	ASM1972272v1	Vreelandella profundi		MT13					GCF_019722725.1-RS_2024_04_07	Complete Genome	2021-08-23		1
GCF_008247605.1	ASM824760v1	Kushneria phosphatilytica		YCWA18					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-09-03		1
GCF_022809775.1	ASM2280977v1	Pseudodesulfovibrio tunisiensis		RB22					GCF_022809775.1-RS_2024_04_17	Complete Genome	2022-04-03		1
GCF_022814725.1	ASM2281472v1	Bdellovibrio reynosensis		LBG001					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-04-04		1
GCF_003991135.1	ASM399113v1	Anoxybacter fermentans		DY22613					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-01-03		1
GCF_012295615.1	ASM1229561v1	Bermanella marisrubri		RED65					GCF_012295615.1-RS_2024_04_27	Complete Genome	2020-04-15		2
GCF_010681825.2	ASM1068182v2	Sulfuriroseicoccus oceanibius		T37					GCF_010681825.2-RS_2024_05_06	Complete Genome	2021-01-07		1
GCF_002310795.1	ASM231079v1	Pseudoalteromonas issachenkonii		KMM 3549					GCF_002310795.1-RS_2024_04_22	Complete Genome	2017-09-18		2
GCF_013284055.1	ASM1328405v1	Deefgea piscis		D17					GCF_013284055.1-RS_2024_09_02	Complete Genome	2020-06-07		3
GCF_028869115.1	ASM2886911v1	Pseudemcibacter aquimaris		Y4					GCF_028869115.1-RS_2024_03_28	Complete Genome	2023-02-27		1
GCF_005377625.1	ASM537762v1	Desulfoglaeba alkanexedens ALDC		ALDC					GCF_005377625.1-RS_2024_05_04	Complete Genome	2019-05-15		1
GCF_026013905.1	ASM2601390v1	Schlegelella aquatica		LMG 23380					GCF_026013905.1-RS_2024_04_29	Complete Genome	2022-11-06		1
GCF_037055315.1	ASM3705531v1	Arachnia rubra		SK-1					GCF_037055315.1-RS_2024_04_05	Complete Genome	2024-04-05		1
GCF_006542665.1	Acom_1.0	Alistipes communis		5CBH24					GCF_006542665.1-RS_2024_10_23	Complete Genome	2019-06-12		1
GCF_004014855.1	ASM401485v1	Apibacter raozihei		HY041					GCF_004014855.1-RS_2024_10_23	Complete Genome	2019-01-14		1
GCF_024347495.1	ASM2434749v1	Vibrio gallaecicus		CECT 7244					GCF_024347495.1-RS_2024_10_11	Complete Genome	2022-07-13		2
GCF_015277895.1	ASM1527789v1	Microbacterium abyssi		A18JL241					GCF_015277895.1-RS_2024_04_07	Complete Genome	2020-11-08		1
GCF_001186155.3	ASM118615v3	Planococcus versutus		L10.15					GCF_001186155.3-RS_2024_03_28	Complete Genome	2016-11-01		3
GCF_023921225.1	ASM2392122v1	Legionella lytica		PCM 2298					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2022-06-27		3
GCF_002117005.1	ASM211700v1	Sedimentisphaera salicampi		ST-PulAB-D4					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-05-02		1
GCF_014334095.1	ASM1433409v1	Novosphingopyxis iocasae		PB63					GCF_014334095.1-RS_2024_05_05	Complete Genome	2020-08-30		1
GCF_024347575.1	ASM2434757v1	Vibrio pelagius		ATCC 25916					GCF_024347575.1-RS_2024_03_29	Complete Genome	2022-07-13		3
GCF_024347655.1	ASM2434765v1	Vibrio toranzoniae		CECT 7225					GCF_024347655.1-RS_2024_10_11	Complete Genome	2022-07-13		2
GCF_038019025.1	ASM3801902v1	Polaribacter marinaquae		MCCC 1K00696					GCF_038019025.1-RS_2024_04_08	Complete Genome	2024-04-09		1
GCF_021952865.1	ASM2195286v1	Clavibacter californiensis		CFBP 8216					GCF_021952865.1-RS_2024_10_25	Complete Genome	2022-02-04		2
GCF_030296755.1	ASM3029675v1	Methylophaga marina		NBRC 102421					GCF_030296755.1-RS_2024_06_21	Complete Genome	2023-03-24		1
GCF_021922925.1	ASM2192292v1	Clavibacter phaseoli		LPPA 982					GCF_021922925.1-RS_2024_03_17	Complete Genome	2022-02-03		2
GCF_009910365.1	ASM991036v1	Aequoribacter fuscus		IMCC3088					GCF_009910365.1-RS_2024_04_27	Complete Genome	2020-01-21		1
GCF_003999255.1	ASM399925v1	Caldicellulosiruptor changbaiensis		CBS-Z					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-01-08		1
GCF_029211325.2	ASM2921132v2	Caproicibacterium argilliputei		ZCY20-5					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-10-16		1
GCF_004014775.2	ASM401477v2	Acetobacter oryzoeni		B6					GCF_004014775.2-RS_2024_04_23	Complete Genome	2019-08-21		4
GCF_901482605.1	45532_E01	Hathewaya histolytica		NCTC503					GCF_901482605.1-RS_2024_04_14	Complete Genome	2019-05-11		1
GCF_030406725.1	ASM3040672v1	Alteriqipengyuania flavescens					SCSIO 75105		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2023-07-05		1
GCF_027557445.1	ASM2755744v1	Paenalcaligenes faecalis		YLCF04					GCF_027557445.1-RS_2024_06_23	Complete Genome	2023-01-03		2
GCF_038024095.1	ASM3802409v1	Polaribacter tangerinus		MCCC 1H00163					GCF_038024095.1-RS_2024_04_09	Complete Genome	2024-04-09		1
GCF_003718735.1	ASM371873v1	Staphylococcus debuckii		SDB 2975					GCF_003718735.1-RS_2024_03_28	Complete Genome	2018-11-08		1
GCF_900187255.1	51184_F02	Capnocytophaga haemolytica		NCTC12947					GCF_900187255.1-RS_2024_10_22	Complete Genome	2017-08-15		1
GCF_001663155.1	ASM166315v1	Altererythrobacter ishigakiensis		NBRC 107699					GCF_001663155.1-RS_2024_05_02	Complete Genome	2016-06-15		1
GCF_014041995.1	ASM1404199v1	Changpingibacter yushuensis		JY-X040					GCF_014041995.1-RS_2024_05_05	Complete Genome	2020-08-02		1
GCF_002838765.1	ASM283876v1	Kangiella profundi		FT102					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-12-13		1
GCF_900186985.1	50377_C01	Staphylococcus piscifermentans		NCTC13836					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-08-15		1
GCF_000828915.1	ASM82891v1	Serpentinimonas maccroryi		B1					GCF_000828915.1-RS_2024_03_28	Complete Genome	2014-05-17		2
GCF_022749515.1	ASM2274951v1	Morococcus cerebrosus		CIP 81.93					GCF_022749515.1-RS_2024_04_11	Complete Genome	2022-03-29		1
GCF_018324385.1	ASM1832438v1	Ferrigenium kumadai		An22					GCF_018324385.1-RS_2024_05_06	Complete Genome	2021-03-16		1
GCF_030408855.1	ASM3040885v1	Corynebacterium glaucum		DSM 44530					GCF_030408855.1-RS_2024_07_07	Complete Genome	2023-07-05		1
GCF_002216145.1	ASM221614v1	Neisseria chenwenguii		10023					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2017-07-10		1
GCF_010537335.1	ASM1053733v1	Amedibacterium intestinale		9CBEGH2					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-01-27		1
GCF_000767685.1	ASM76768v1	Corynebacterium ramonii FRC0011		FRC0011					GCF_000767685.1-RS_2024_10_11	Complete Genome	2014-10-22		1
GCF_000980835.1	ASM98083v1	Corynebacterium kutscheri		DSM 20755					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2015-04-24		1
GCF_009026825.1	ASM902682v1	Corynebacterium urogenitale		LMM-1652					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2019-10-16		1
GCF_016127715.1	ASM1612771v1	Staphylococcus saccharolyticus		FDAARGOS_1074					GCF_016127715.1-RS_2024_04_21	Complete Genome	2020-12-20		1
GCF_016028775.1	ASM1602877v1	Moraxella nonliquefaciens		FDAARGOS_869					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2020-12-14		2
GCF_017945865.1	ASM1794586v1	Xiamenia xianingshaonis		zg-886					GCF_017945865.1-RS_2024_10_11	Complete Genome	2021-04-14		1
GCF_011455875.1	ASM1145587v1	Basfia succiniciproducens		JF4016					GCF_011455875.1-RS_2024_04_19	Complete Genome	2020-03-19		1
GCF_039830185.1	ASM3983018v1	Bifidobacterium faecale		JCM 19861					GCF_039830185.1-RS_2024_06_17	Complete Genome	2024-05-26		1
GCF_000006985.1	ASM698v1	Chlorobaculum tepidum TLS		TLS					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2002-07-02		1
GCF_008369785.1	ASM836978v1	Francisella marina		E95-16					GCF_008369785.1-RS_2024_05_04	Complete Genome	2019-09-11		2
GCF_003627135.1	ASM362713v1	Streptococcus koreensis		KCOM 2890 (=JS71)					NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	Complete Genome	2018-10-07		1
