Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NZ_CP097562.1	728475	728942		plus	SsrA-binding protein SmpB	smpB	0	protein-coding		WP_040636605.1	155	N508_RS03495
NZ_CP097562.1	729040	729388		plus	transfer-messenger RNA	ssrA	0	other				N508_RS03500
NZ_CP097562.1	729479	732385		minus	DEAD/DEAH box helicase family protein		0	protein-coding		WP_023275018.1	968	N508_RS03505
NZ_CP097562.1	732385	734748		minus	DNA methyltransferase		0	protein-coding		WP_023275019.1	787	N508_RS03510
NZ_CP097562.1	734921	738091		minus	efflux RND transporter permease subunit		0	protein-coding		WP_023275020.1	1056	N508_RS03515
NZ_CP097562.1	738096	739184		minus	efflux RND transporter periplasmic adaptor subunit		0	protein-coding		WP_040636503.1	362	N508_RS03520
NZ_CP097562.1	739315	741381		minus	heavy metal translocating P-type ATPase		0	protein-coding		WP_040636607.1	688	N508_RS03525
NZ_CP097562.1	741386	741733		minus	metalloregulator ArsR/SmtB family transcription factor		0	protein-coding		WP_023275023.1	115	N508_RS03530
NZ_CP097562.1	741843	742538		plus	response regulator transcription factor		0	protein-coding		WP_040636608.1	231	N508_RS03535
NZ_CP097562.1	742535	743872		plus	ATP-binding protein		0	protein-coding		WP_023275025.1	445	N508_RS03540
NZ_CP097562.1	744010	745905		minus	molecular chaperone HtpG	htpG	0	protein-coding		WP_023275026.1	631	N508_RS03545
NZ_CP097562.1	746177	747031		plus	hypothetical protein		0	protein-coding		WP_023275027.1	284	N508_RS03550
NZ_CP097562.1	747041	748987		plus	M3 family metallopeptidase		0	protein-coding		WP_023275028.1	648	N508_RS03555
NZ_CP097562.1	749108	751732		plus	PD-(D/E)XK nuclease family protein		0	protein-coding		WP_023275029.1	874	N508_RS03560
NZ_CP097562.1	751713	754745		plus	UvrD-helicase domain-containing protein		0	protein-coding		WP_023275030.1	1010	N508_RS03565
NZ_CP097562.1	755563	756291		plus	hypothetical protein		0	protein-coding		WP_023275032.1	242	N508_RS03570
NZ_CP097562.1	756288	756812		minus	Gx transporter family protein		0	protein-coding		WP_023275033.1	174	N508_RS03575
NZ_CP097562.1	756809	757186		minus	NusG domain II-containing protein		0	protein-coding		WP_023275034.1	125	N508_RS03580
NZ_CP097562.1	757397	758443		minus	HD domain-containing phosphohydrolase		0	protein-coding		WP_023275035.1	348	N508_RS03585
NZ_CP097562.1	758440	762591		minus	ATP-binding protein		0	protein-coding		WP_023275036.1	1383	N508_RS03590
NZ_CP097562.1	762891	763187		plus	hypothetical protein		0	protein-coding		WP_023275037.1	98	N508_RS03595
NZ_CP097562.1	763674	764570		minus	IS3 family transposase		0	protein-coding		WP_155944386.1	298	N508_RS03600
NZ_CP097562.1	764501	765058		minus	hypothetical protein		0	protein-coding		WP_023274985.1	185	N508_RS03605
NZ_CP097562.1	765462	768605		minus	multidrug efflux RND transporter permease subunit		0	protein-coding		WP_023275039.1	1047	N508_RS03610
NZ_CP097562.1	768620	769789		minus	efflux RND transporter periplasmic adaptor subunit		0	protein-coding		WP_023275040.1	389	N508_RS03615
NZ_CP097562.1	770154	770711		plus	hypothetical protein		0	protein-coding		WP_023274985.1	185	N508_RS03620
NZ_CP097562.1	770642	771538		plus	IS3 family transposase		0	protein-coding		WP_143815552.1	298	N508_RS03625
NZ_CP097562.1	771619	771891		minus	flagellar biosynthesis protein FliQ	fliQ	0	protein-coding		WP_023275043.1	90	N508_RS03630
NZ_CP097562.1	771904	772695		minus	flagellar type III secretion system pore protein FliP	fliP	0	protein-coding		WP_023275044.1	263	N508_RS03635
NZ_CP097562.1	772704	773537		minus	flagellar biosynthetic protein FliO		0	protein-coding		WP_023275045.1	277	N508_RS03640
NZ_CP097562.1	773530	773814		minus	FliM/FliN family flagellar motor switch protein		0	protein-coding		WP_023275046.1	94	N508_RS03645
NZ_CP097562.1	773833	774384		minus	flagellar basal body-associated FliL family protein		0	protein-coding		WP_023275047.1	183	N508_RS03650
NZ_CP097562.1	774409	775122		minus	flagellar motor protein MotB		0	protein-coding		WP_023275048.1	237	N508_RS03655
NZ_CP097562.1	775136	775900		minus	MotA/TolQ/ExbB proton channel family protein		0	protein-coding		WP_023275049.1	254	N508_RS03660
NZ_CP097562.1	776301	778550		plus	phosphate acyltransferase		0	protein-coding		WP_023275050.1	749	N508_RS03665
NZ_CP097562.1	778685	779659		plus	asparaginase		0	protein-coding		WP_023275051.1	324	N508_RS03670
NZ_CP097562.1	779852	781201		minus	hypothetical protein		0	protein-coding		WP_040636506.1	449	N508_RS03675
NZ_CP097562.1	781208	781624		minus	secondary thiamine-phosphate synthase enzyme YjbQ		0	protein-coding		WP_023275053.1	138	N508_RS03680
NZ_CP097562.1	781683	782354		minus	tetratricopeptide repeat protein		0	protein-coding		WP_143815576.1	223	N508_RS03685
NZ_CP097562.1	782362	782925		minus	hypothetical protein		0	protein-coding		WP_023275055.1	187	N508_RS03690
NZ_CP097562.1	782985	784535		minus	nicotinate phosphoribosyltransferase	pncB	0	protein-coding		WP_023275056.1	516	N508_RS03695
NZ_CP097562.1	784528	785337		minus	isochorismatase family protein		0	protein-coding		WP_023275057.1	269	N508_RS03700
NZ_CP097562.1	785605	787245		plus	methylmalonyl-CoA mutase family protein		0	protein-coding		WP_023275058.1	546	N508_RS03705
NZ_CP097562.1	787446	788306		minus	hypothetical protein		0	protein-coding		WP_023275059.1	286	N508_RS03710
NZ_CP097562.1	788445	789383		minus	DDE-type integrase/transposase/recombinase		0	protein-coding		WP_023275060.1	312	N508_RS03715
NZ_CP097562.1	789582	789947		plus	hypothetical protein		0	protein-coding		WP_023275061.1	121	N508_RS03720
NZ_CP097562.1	789982	790575		plus	ribonuclease H family protein		0	protein-coding		WP_023275062.1	197	N508_RS03725
NZ_CP097562.1	790648	790729		plus	tRNA-Leu		0	tRNA				N508_RS03730
NZ_CP097562.1	791298	791711		minus	YolD-like family protein		0	protein-coding		WP_023275063.1	137	N508_RS03735
NZ_CP097562.1	791711	793213		minus	hypothetical protein		0	protein-coding		WP_023275064.1	500	N508_RS03740
NZ_CP097562.1	793743	794282		minus	hypothetical protein		0	protein-coding		WP_023275065.1	179	N508_RS03745
NZ_CP097562.1	794412	795830		minus	aspartate ammonia-lyase	aspA	0	protein-coding		WP_023275066.1	472	N508_RS03750
NZ_CP097562.1	796211	797683		plus	hypothetical protein		0	protein-coding		WP_023275067.1	490	N508_RS03755
NZ_CP097562.1	797668	798162		plus	cupin domain-containing protein		0	protein-coding		WP_023275068.1	164	N508_RS03760
NZ_CP097562.1	798159	799097		minus	AEC family transporter		0	protein-coding		WP_023275069.1	312	N508_RS03765
NZ_CP097562.1	799168	799782		minus	DNA-3-methyladenine glycosylase		0	protein-coding		WP_023275070.1	204	N508_RS03770
NZ_CP097562.1	799803	800057		minus	DUF3781 domain-containing protein		0	protein-coding		WP_023275071.1	84	N508_RS03775
NZ_CP097562.1	800262	800684		plus	PepSY-like domain-containing protein		0	protein-coding		WP_023275072.1	140	N508_RS03780
NZ_CP097562.1	801911	802333		plus	PepSY-like domain-containing protein		0	protein-coding		WP_023275073.1	140	N508_RS03785
NZ_CP097562.1	803276	805276		minus	methyl-accepting chemotaxis protein		0	protein-coding		WP_023275074.1	666	N508_RS03790
NZ_CP097562.1	805398	806336		minus	DDE-type integrase/transposase/recombinase		0	protein-coding		WP_023274862.1	312	N508_RS03795
NZ_CP097562.1	806730	807584		minus	hypothetical protein		0	protein-coding		WP_023275075.1	284	N508_RS03800
NZ_CP097562.1	807585	808388		minus	ATP-dependent sacrificial sulfur transferase LarE	larE	0	protein-coding		WP_023275076.1	267	N508_RS03805
NZ_CP097562.1	808388	809911		minus	sodium/proton antiporter NhaB	nhaB	0	protein-coding		WP_023275077.1	507	N508_RS03810
NZ_CP097562.1	810037	810465		minus	aspartate 1-decarboxylase	panD	0	protein-coding		WP_023275078.1	142	N508_RS03815
NZ_CP097562.1	810572	811348		plus	TSUP family transporter		0	protein-coding		WP_023275079.1	258	N508_RS03820
NZ_CP097562.1	811812	812789		minus	class II fructose-bisphosphate aldolase		0	protein-coding		WP_023275080.1	325	N508_RS03825
NZ_CP097562.1	812804	813346		minus	flavodoxin family protein		0	protein-coding		WP_023275081.1	180	N508_RS03830
NZ_CP097562.1	813495	813704		minus	hypothetical protein		0	protein-coding		WP_023275082.1	69	N508_RS03835
NZ_CP097562.1	813719	814186		minus	hypothetical protein		0	protein-coding		WP_023275083.1	155	N508_RS03840
NZ_CP097562.1	814158	814541		minus	hypothetical protein		0	protein-coding		WP_023275084.1	127	N508_RS03845
NZ_CP097562.1	814544	815005		minus	hypothetical protein		0	protein-coding		WP_023275085.1	153	N508_RS03850
NZ_CP097562.1	815002	815580		minus	UbiX family flavin prenyltransferase		0	protein-coding		WP_023275086.1	192	N508_RS03855
NZ_CP097562.1	815580	816434		minus	UbiA-like polyprenyltransferase		0	protein-coding		WP_023275087.1	284	N508_RS03860
NZ_CP097562.1	816449	817414		minus	ferrochelatase	hemH	0	protein-coding		WP_023275088.1	321	N508_RS03865
NZ_CP097562.1	817416	818423		minus	uroporphyrinogen decarboxylase	hemE	0	protein-coding		WP_023275089.1	335	N508_RS03870
NZ_CP097562.1	818749	820380		plus	phosphoglycerate dehydrogenase	serA	0	protein-coding		WP_023275090.1	543	N508_RS03875
NZ_CP097562.1	820556	822526		minus	NAD-dependent DNA ligase LigA	ligA	0	protein-coding		WP_023275091.1	656	N508_RS03880
NZ_CP097562.1	822528	823727		minus	U32 family peptidase		0	protein-coding		WP_023275092.1	399	N508_RS03885
NZ_CP097562.1	823933	825204		minus	hypothetical protein		0	protein-coding		WP_023275094.1	423	N508_RS03890
NZ_CP097562.1	825218	826369		minus	hypothetical protein		0	protein-coding		WP_023275095.1	383	N508_RS03895
NZ_CP097562.1	826390	827256		minus	hypothetical protein		0	protein-coding		WP_023275096.1	288	N508_RS03900
NZ_CP097562.1	827277	828275		minus	lytic murein transglycosylase B	mltB	0	protein-coding		WP_179077829.1	332	N508_RS03905
NZ_CP097562.1	828617	829261		plus	ribulose-phosphate 3-epimerase	rpe	0	protein-coding		WP_023275098.1	214	N508_RS03910
NZ_CP097562.1	829516	829878		plus	response regulator		0	protein-coding		WP_023275099.1	120	N508_RS03915
NZ_CP097562.1	830018	832519		plus	sugar phosphate nucleotidyltransferase		0	protein-coding		WP_023275100.1	833	N508_RS03920
NZ_CP097562.1	832658	834748		plus	glycoside hydrolase family 57 protein		0	protein-coding		WP_040636509.1	696	N508_RS03925
NZ_CP097562.1	834774	836819		plus	alpha-amylase/4-alpha-glucanotransferase domain-containing protein		0	protein-coding		WP_023275102.1	681	N508_RS03930
NZ_CP097562.1	836824	837846		plus	DUF4931 domain-containing protein		0	protein-coding		WP_023275103.1	340	N508_RS03935
NZ_CP097562.1	837843	839261		plus	glycogen/starch synthase		0	protein-coding		WP_023275104.1	472	N508_RS03940
NZ_CP097562.1	839265	840011		plus	DUF4912 domain-containing protein		0	protein-coding		WP_023275105.1	248	N508_RS03945
NZ_CP097562.1	840014	841591		plus	"1,4-alpha-glucan branching protein domain-containing protein"		0	protein-coding		WP_040636510.1	525	N508_RS03950
NZ_CP097562.1	842199	842804		plus	carboxymuconolactone decarboxylase family protein		0	protein-coding		WP_023275107.1	201	N508_RS03955
NZ_CP097562.1	843020	845017		plus	methyl-accepting chemotaxis protein		0	protein-coding		WP_023275108.1	665	N508_RS03960
NZ_CP097562.1	845119	847410		plus	hypothetical protein		0	protein-coding		WP_023275109.1	763	N508_RS03965
NZ_CP097562.1	847467	848672		plus	dicarboxylate/amino acid:cation symporter		0	protein-coding		WP_023275110.1	401	N508_RS03970
NZ_CP097562.1	849037	850344		minus	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme		0	protein-coding		WP_023275111.1	435	N508_RS03975
NZ_CP097562.1	850442	851365		minus	tetraacyldisaccharide 4'-kinase	lpxK	0	protein-coding		WP_023275112.1	307	N508_RS03980
NZ_CP097562.1	851362	852138		minus	glycosyltransferase family 2 protein		0	protein-coding		WP_023275113.1	258	N508_RS03985
NZ_CP097562.1	852125	853171		minus	glycosyltransferase family 9 protein		0	protein-coding		WP_023275114.1	348	N508_RS03990
NZ_CP097562.1	853181	854899		minus	ABC transporter transmembrane domain-containing protein		0	protein-coding		WP_251930664.1	572	N508_RS03995
NZ_CP097562.1	855004	855282		minus	hypothetical protein		0	protein-coding		WP_023275116.1	92	N508_RS04000
NZ_CP097562.1	855264	856349		minus	radical SAM family heme chaperone HemW	hemW	0	protein-coding		WP_023275117.1	361	N508_RS04005
NZ_CP097562.1	856349	856885		minus	NUDIX hydrolase		0	protein-coding		WP_023275118.1	178	N508_RS04010
NZ_CP097562.1	856915	857220		minus	hypothetical protein		0	protein-coding		WP_023275119.1	101	N508_RS04015
NZ_CP097562.1	857237	858361		minus	metal ABC transporter permease		0	protein-coding		WP_023275120.1	374	N508_RS04020
NZ_CP097562.1	858364	859263		minus	metal ABC transporter permease		0	protein-coding		WP_023275121.1	299	N508_RS04025
NZ_CP097562.1	859247	860053		minus	metal ABC transporter ATP-binding protein		0	protein-coding		WP_023275122.1	268	N508_RS04030
NZ_CP097562.1	860074	860997		minus	zinc ABC transporter substrate-binding protein		0	protein-coding		WP_023275123.1	307	N508_RS04035
NZ_CP097562.1	861002	862048		minus	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	ispG	0	protein-coding		WP_023275124.1	348	N508_RS04040
NZ_CP097562.1	862477	863079		minus	hypothetical protein		0	protein-coding		WP_023275125.1	200	N508_RS04045
NZ_CP097562.1	863378	863935		plus	hypothetical protein		0	protein-coding		WP_023275126.1	185	N508_RS04050
NZ_CP097562.1	863932	866079		plus	hypothetical protein		0	protein-coding		WP_023275127.1	715	N508_RS04055
NZ_CP097562.1	866097	866432		plus	hypothetical protein		0	protein-coding		WP_023275128.1	111	N508_RS04060
NZ_CP097562.1	867246	868964		minus	chemotaxis protein CheW		0	protein-coding		WP_023275129.1	572	N508_RS04065
NZ_CP097562.1	868975	869859		minus	P-loop NTPase		0	protein-coding		WP_023275130.1	294	N508_RS04070
NZ_CP097562.1	870019	871266		minus	MFS transporter		0	protein-coding		WP_023275131.1	415	N508_RS04075
NZ_CP097562.1	871374	871889		minus	DUF2062 domain-containing protein		0	protein-coding		WP_023275132.1	171	N508_RS04080
NZ_CP097562.1	871897	872763		minus	UTP--glucose-1-phosphate uridylyltransferase GalU	galU	0	protein-coding		WP_023275133.1	288	N508_RS04085
NZ_CP097562.1	872827	873669		minus	hypothetical protein		0	protein-coding		WP_023275134.1	280	N508_RS04090
NZ_CP097562.1	873662	874687		minus	CofH family radical SAM protein		0	protein-coding		WP_023275135.1	341	N508_RS04095
NZ_CP097562.1	874920	875738		plus	tetratricopeptide repeat protein		0	protein-coding		WP_023275136.1	272	N508_RS04100
NZ_CP097562.1	875728	876597		minus	UDP-N-acetylmuramate dehydrogenase	murB	0	protein-coding		WP_023275137.1	289	N508_RS04105
NZ_CP097562.1	876594	877394		minus	S-methyl-5'-thioinosine phosphorylase		0	protein-coding		WP_023275138.1	266	N508_RS04110
NZ_CP097562.1	877395	878012		minus	trimeric intracellular cation channel family protein		0	protein-coding		WP_023275139.1	205	N508_RS04115
NZ_CP097562.1	878020	878676		minus	ABC transporter ATP-binding protein		0	protein-coding		WP_023275140.1	218	N508_RS04120
NZ_CP097562.1	878687	879922		minus	FtsX-like permease family protein		0	protein-coding		WP_023275141.1	411	N508_RS04125
NZ_CP097562.1	880232	881716		minus	IMP dehydrogenase	guaB	0	protein-coding		WP_023275142.1	494	N508_RS04130
NZ_CP097562.1	881827	882633		minus	NAD+ synthase		0	protein-coding		WP_023275143.1	268	N508_RS04135
NZ_CP097562.1	882637	883125		minus	cyclic pyranopterin monophosphate synthase MoaC	moaC	0	protein-coding		WP_023275144.1	162	N508_RS04140
NZ_CP097562.1	883143	884054		minus	SH3 domain-containing protein		0	protein-coding		WP_023275145.1	303	N508_RS04145
NZ_CP097562.1	884047	885147		minus	redox-regulated ATPase YchF	ychF	0	protein-coding		WP_023275146.1	366	N508_RS04150
NZ_CP097562.1	885856	887004		minus	aldo/keto reductase		0	protein-coding		WP_023275147.1	382	N508_RS04155
NZ_CP097562.1	887066	887950		plus	AraC family transcriptional regulator		0	protein-coding		WP_023275148.1	294	N508_RS04160
NZ_CP097562.1	887975	888844		minus	CfrBI family restriction endonuclease		0	protein-coding		WP_023275149.1	289	N508_RS04165
NZ_CP097562.1	888831	889997		minus	site-specific DNA-methyltransferase		0	protein-coding		WP_023275150.1	388	N508_RS04170
NZ_CP097562.1	889999	890745		minus	basic amino acid ABC transporter substrate-binding protein		0	protein-coding		WP_023275151.1	248	N508_RS04175
NZ_CP097562.1	891004	891480		minus	pantetheine-phosphate adenylyltransferase	coaD	0	protein-coding		WP_023275152.1	158	N508_RS04180
NZ_CP097562.1	891485	892018		minus	RsmD family RNA methyltransferase		0	protein-coding		WP_040636513.1	177	N508_RS04185
NZ_CP097562.1	891939	892946		minus	radical SAM protein		0	protein-coding		WP_023275154.1	335	N508_RS04190
NZ_CP097562.1	892939	893649		minus	ribonuclease III	rnc	0	protein-coding		WP_023275155.1	236	N508_RS04195
NZ_CP097562.1	893639	894880		minus	beta-ketoacyl-ACP synthase II	fabF	0	protein-coding		WP_023275156.1	413	N508_RS04200
NZ_CP097562.1	895014	895253		minus	acyl carrier protein	acpP	0	protein-coding		WP_023275157.1	79	N508_RS04205
NZ_CP097562.1	895306	896046		minus	3-oxoacyl-[acyl-carrier-protein] reductase	fabG	0	protein-coding		WP_040636652.1	246	N508_RS04210
NZ_CP097562.1	896057	896971		minus	ACP S-malonyltransferase	fabD	0	protein-coding		WP_023275159.1	304	N508_RS04215
NZ_CP097562.1	897248	898273		minus	phosphate acyltransferase PlsX	plsX	0	protein-coding		WP_023275160.1	341	N508_RS04220
NZ_CP097562.1	898276	898461		minus	50S ribosomal protein L32	rpmF	0	protein-coding		WP_023275161.1	61	N508_RS04225
NZ_CP097562.1	898532	899032		minus	DUF177 domain-containing protein		0	protein-coding		WP_023275162.1	166	N508_RS04230
NZ_CP097562.1	899303	900334		plus	alpha/beta hydrolase		0	protein-coding		WP_023275163.1	343	N508_RS04235
NZ_CP097562.1	900423	901487		plus	DUF362 domain-containing protein		0	protein-coding		WP_023275164.1	354	N508_RS04240
NZ_CP097562.1	901747	902076		minus	methyl-accepting chemotaxis protein		0	protein-coding		WP_347342702.1	109	N508_RS10965
NZ_CP097562.1	902077	903111		minus	uncharacterized gene		0	pseudogene				N508_RS10970
